input,output
0.5657906751624222,0.0
0.5657906751624222,0.11315813503248445
0.5657906751624222,0.203684643058472
0.5657906751624222,0.2761058494792621
0.5657906751624222,0.33404281461589413
0.5657906751624222,0.38039238672519976
0.5657906751624222,0.4174720444126443
0.5657906751624222,0.4471357705625999
0.5657906751624222,0.4708667514825644
0.5657906751624222,0.489851536218536
0.5657906751624222,0.5050393640073132
0.5657906751624222,0.5171896262383351
0.5657906751624222,0.5269098360231526
0.5657906751624222,0.5346860038510065
0.5657906751624222,0.5409069381132896
0.5657906751624222,0.5458836855231162
0.5657906751624222,0.5498650834509774
0.5657906751624222,0.5530502017932664
0.5657906751624222,0.5555982964670976
0.5657906751624222,0.5576367722061626
0.5657906751624222,0.5592675527974145
0.5657906751624222,0.560572177270416
0.5657906751624222,0.5616158768488173
0.5657906751624222,0.5624508365115384
0.5657906751624222,0.5631188042417152
0.5657906751624222,0.5636531784258567
0.5657906751624222,0.5640806777731698
0.5657906751624222,0.5644226772510204
0.5657906751624222,0.5646962768333008
0.5657906751624222,0.564915156499125
0.5657906751624222,0.5650902602317844
0.5657906751624222,0.565230343217912
0.5657906751624222,0.565342409606814
0.5657906751624222,0.5654320627179357
0.5657906751624222,0.565503785206833
0.5657906751624222,0.5655611631979509
0.5657906751624222,0.5656070655908452
0.5657906751624222,0.5656437875051605
0.5657906751624222,0.5656731650366129
0.5657906751624222,0.5656966670617748
0.5657906751624222,0.5657154686819044
0.5657906751624222,0.5657305099780079
0.5657906751624222,0.5657425430148908
0.5657906751624222,0.5657521694443971
0.5657906751624222,0.5657598705880021
0.5657906751624222,0.5657660315028862
0.5657906751624222,0.5657709602347933
0.5657906751624222,0.5657749032203192
0.5657906751624222,0.5657780576087399
0.5657906751624222,0.5657805811194764
0.34361199994547353,0.5657825999280656
0.34361199994547353,0.5213484799315472
0.34361199994547353,0.48580118393433247
0.34361199994547353,0.4573633471365607
0.34361199994547353,0.43461307769834323
0.34361199994547353,0.4164128621477693
0.34361199994547353,0.40185268970731014
0.34361199994547353,0.39020455175494284
0.34361199994547353,0.38088604139304905
0.34361199994547353,0.373431233103534
0.34361199994547353,0.3674673864719219
0.34361199994547353,0.3626963091666322
0.34361199994547353,0.3588794473224005
0.34361199994547353,0.3558259578470151
0.34361199994547353,0.35338316626670685
0.34361199994547353,0.35142893300246025
0.34361199994547353,0.34986554639106293
0.34361199994547353,0.3486148371019451
0.34361199994547353,0.3476142696706508
0.34361199994547353,0.3468138157256153
0.34361199994547353,0.346173452569587
0.34361199994547353,0.34566116204476427
0.34361199994547353,0.3452513296249061
0.34361199994547353,0.3449234636890196
0.34361199994547353,0.34466117094031046
0.34361199994547353,0.3444513367413431
0.34361199994547353,0.34428346938216925
0.34361199994547353,0.34414917549483015
0.34361199994547353,0.3440417403849588
0.34361199994547353,0.34395579229706175
0.34361199994547353,0.3438870338267441
0.34361199994547353,0.34383202705049
0.34361199994547353,0.34378802162948674
0.34361199994547353,0.34375281729268414
0.34361199994547353,0.343724653823242
0.34361199994547353,0.3437021230476883
0.34361199994547353,0.34368409842724534
0.34361199994547353,0.34366967873089105
0.34361199994547353,0.3436581429738076
0.34361199994547353,0.3436489143681408
0.34361199994547353,0.34364153148360743
0.34361199994547353,0.3436356251759807
0.34361199994547353,0.3436309001298793
0.34361199994547353,0.3436271200929981
0.34361199994547353,0.3436240960634932
0.34361199994547353,0.3436216768398893
0.34361199994547353,0.34361974146100616
0.34361199994547353,0.34361819315789965
0.34361199994547353,0.3436169545154144
0.34361199994547353,0.3436159636014262
