input,output
0.9646930180059164,0.0
0.9646930180059164,0.1929386036011833
0.9646930180059164,0.34728948648213
0.9646930180059164,0.4707701927868873
0.9646930180059164,0.5695547578306932
0.9646930180059164,0.6485824098657379
0.9646930180059164,0.7118045314937737
0.9646930180059164,0.7623822287962022
0.9646930180059164,0.8028443866381452
0.9646930180059164,0.8352141129116994
0.9646930180059164,0.8611098939305429
0.9646930180059164,0.8818265187456177
0.9646930180059164,0.8983998185976775
0.9646930180059164,0.9116584584793254
0.9646930180059164,0.9222653703846436
0.9646930180059164,0.9307508999088983
0.9646930180059164,0.9375393235283019
0.9646930180059164,0.9429700624238249
0.9646930180059164,0.9473146535402432
0.9646930180059164,0.9507903264333779
0.9646930180059164,0.9535708647478857
0.9646930180059164,0.9557952953994919
0.9646930180059164,0.9575748399207769
0.9646930180059164,0.9589984755378048
0.9646930180059164,0.9601373840314272
0.9646930180059164,0.9610485108263251
0.9646930180059164,0.9617774122622434
0.9646930180059164,0.9623605334109782
0.9646930180059164,0.9628270303299659
0.9646930180059164,0.963200227865156
0.9646930180059164,0.9634987858933082
0.9646930180059164,0.9637376323158299
0.9646930180059164,0.9639287094538472
0.9646930180059164,0.9640815711642612
0.9646930180059164,0.9642038605325923
0.9646930180059164,0.9643016920272572
0.9646930180059164,0.9643799572229892
0.9646930180059164,0.9644425693795747
0.9646930180059164,0.9644926591048432
0.9646930180059164,0.9645327308850579
0.9646930180059164,0.9645647883092296
0.9646930180059164,0.964590434248567
0.9646930180059164,0.964610951000037
0.9646930180059164,0.964627364401213
0.9646930180059164,0.9646404951221538
0.9646930180059164,0.9646509996989063
0.9646930180059164,0.9646594033603084
0.9646930180059164,0.96466612628943
0.9646930180059164,0.9646715046327274
0.9646930180059164,0.9646758073073654
0.015406681540225065,0.9646792494470756
0.015406681540225065,0.7748247358657055
0.015406681540225065,0.6229411250006095
0.015406681540225065,0.5014342363085326
0.015406681540225065,0.4042287253548711
0.015406681540225065,0.3264643165919419
0.015406681540225065,0.2642527895815986
0.015406681540225065,0.2144835679733239
0.015406681540225065,0.17466819068670417
0.015406681540225065,0.14281588885740837
0.015406681540225065,0.11733404739397171
0.015406681540225065,0.09694857422322238
0.015406681540225065,0.08064019568662292
0.015406681540225065,0.06759349285734335
0.015406681540225065,0.0571561305939197
0.015406681540225065,0.04880624078318077
0.015406681540225065,0.04212632893458963
0.015406681540225065,0.036782399455716715
0.015406681540225065,0.032507255872618386
0.015406681540225065,0.029087141006139725
0.015406681540225065,0.026351049112956795
0.015406681540225065,0.02416217559841045
0.015406681540225065,0.022411076786773374
0.015406681540225065,0.021010197737463713
0.015406681540225065,0.019889494498015983
0.015406681540225065,0.018992931906457802
0.015406681540225065,0.018275681833211255
0.015406681540225065,0.017701881774614018
0.015406681540225065,0.017242841727736227
0.015406681540225065,0.016875609690233995
0.015406681540225065,0.01658182406023221
0.015406681540225065,0.01634679555623078
0.015406681540225065,0.016158772753029637
0.015406681540225065,0.016008354510468722
0.015406681540225065,0.01588801991641999
0.015406681540225065,0.01579175224118101
0.015406681540225065,0.01571473810098982
0.015406681540225065,0.01565312678883687
0.015406681540225065,0.015603837739114512
0.015406681540225065,0.015564406499336624
0.015406681540225065,0.015532861507514314
0.015406681540225065,0.015507625514056465
0.015406681540225065,0.015487436719290187
0.015406681540225065,0.015471285683477163
0.015406681540225065,0.015458364854826745
0.015406681540225065,0.01544802819190641
0.015406681540225065,0.015439758861570143
0.015406681540225065,0.01543314339730113
0.015406681540225065,0.015427851025885918
0.015406681540225065,0.015423617128753748
