input,output
0.03939036959936737,0.0
0.03939036959936737,0.007878073919873474
0.03939036959936737,0.014180533055772254
0.03939036959936737,0.019222500364491277
0.03939036959936737,0.0232560742114665
0.03939036959936737,0.026482933289046676
0.03939036959936737,0.029064420551110817
0.03939036959936737,0.03112961036076213
0.03939036959936737,0.03278176220848318
0.03939036959936737,0.03410348368666002
0.03939036959936737,0.03516086086920149
0.03939036959936737,0.036006762615234666
0.03939036959936737,0.03668348401206121
0.03939036959936737,0.03722486112952244
0.03939036959936737,0.037657962823491424
0.03939036959936737,0.038004444178666615
0.03939036959936737,0.03828162926280677
0.03939036959936737,0.03850337733011889
0.03939036959936737,0.038680775783968585
0.03939036959936737,0.03882269454704834
0.03939036959936737,0.03893622955751215
0.03939036959936737,0.0390270575658832
0.03939036959936737,0.039099719972580035
0.03939036959936737,0.039157849897937504
0.03939036959936737,0.03920435383822348
0.03939036959936737,0.03924155699045226
0.03939036959936737,0.03927131951223528
0.03939036959936737,0.0392951295296617
0.03939036959936737,0.039314177543602835
0.03939036959936737,0.039329415954755746
0.03939036959936737,0.039341606683678074
0.03939036959936737,0.03935135926681593
0.03939036959936737,0.039359161333326224
0.03939036959936737,0.03936540298653446
0.03939036959936737,0.039370396309101045
0.03939036959936737,0.03937439096715431
0.03939036959936737,0.03937758669359692
0.03939036959936737,0.03938014327475101
0.03939036959936737,0.03938218853967429
0.03939036959936737,0.03938382475161291
0.03939036959936737,0.039385133721163805
0.03939036959936737,0.03938618089680452
0.03939036959936737,0.03938701863731709
0.03939036959936737,0.03938768882972715
0.03939036959936737,0.0393882249836552
0.03939036959936737,0.03938865390679763
0.03939036959936737,0.03938899704531158
0.03939036959936737,0.03938927155612274
0.03939036959936737,0.03938949116477167
0.03939036959936737,0.03938966685169081
0.6629928176795393,0.03938980740122613
0.6629928176795393,0.1641104094568888
0.6629928176795393,0.26388689110141894
0.6629928176795393,0.34370807641704304
0.6629928176795393,0.4075650246695423
0.6629928176795393,0.45865058327154173
0.6629928176795393,0.4995190301531413
0.6629928176795393,0.532213787658421
0.6629928176795393,0.5583695936626447
0.6629928176795393,0.5792942384660237
0.6629928176795393,0.5960339543087269
0.6629928176795393,0.6094257269828893
0.6629928176795393,0.6201391451222193
0.6629928176795393,0.6287098796336834
0.6629928176795393,0.6355664672428547
0.6629928176795393,0.6410517373301916
0.6629928176795393,0.6454399534000612
0.6629928176795393,0.648950526255957
0.6629928176795393,0.6517589845406735
0.6629928176795393,0.6540057511684467
0.6629928176795393,0.6558031644706652
0.6629928176795393,0.6572410951124401
0.6629928176795393,0.6583914396258599
0.6629928176795393,0.6593117152365957
0.6629928176795393,0.6600479357251845
0.6629928176795393,0.6606369121160556
0.6629928176795393,0.6611080932287523
0.6629928176795393,0.6614850381189097
0.6629928176795393,0.6617865940310357
0.6629928176795393,0.6620278387607363
0.6629928176795393,0.6622208345444969
0.6629928176795393,0.6623752311715054
0.6629928176795393,0.6624987484731122
0.6629928176795393,0.6625975623143976
0.6629928176795393,0.662676613387426
0.6629928176795393,0.6627398542458487
0.6629928176795393,0.6627904469325869
0.6629928176795393,0.6628309210819774
0.6629928176795393,0.6628633004014899
0.6629928176795393,0.6628892038570997
0.6629928176795393,0.6629099266215877
0.6629928176795393,0.662926504833178
0.6629928176795393,0.6629397674024504
0.6629928176795393,0.6629503774578682
0.6629928176795393,0.6629588655022025
0.6629928176795393,0.66296565593767
0.6629928176795393,0.6629710882860438
0.6629928176795393,0.6629754341647429
0.6629928176795393,0.6629789108677022
0.6629928176795393,0.6629816922300698
